Category;Subcategory;Supplier;Brand;Region;Year;Month;Units Month;Values Month
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;1;1526;$12810
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;2;1589;$13258
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;3;1169;$9793
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;4;1540;$12901
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;5;1407;$11767
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;6;1715;$14336
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;7;1778;$14833
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;8;1358;$11375
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;9;1477;$12397
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;10;2226;$18655
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;11;1407;$11837
Shampoo;Color-safe;Sustaina;Oceanic;North;2021;12;2107;$17661
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;1;1624;$13706
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;2;1246;$10857
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;3;1918;$16751
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;4;1750;$15330
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;5;1666;$14574
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;6;1561;$13671
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;7;1386;$12145
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;8;2261;$19747
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;9;1904;$16989
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;10;2296;$20685
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;11;4130;$37093
Shampoo;Color-safe;Sustaina;Oceanic;North;2022;12;2282;$20573
Shampoo;Color-safe;Sustaina;Oceanic;North;2023;1;2205;$19831
Shampoo;Color-safe;Sustaina;Oceanic;North;2023;2;1848;$16611
Shampoo;Color-safe;Sustaina;Oceanic;North;2023;3;2877;$25844
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;1;784;$6454
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;2;854;$7035
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;3;651;$5348
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;4;665;$5432
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;5;1148;$9436
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;6;441;$3612
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;7;595;$4865
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;8;1246;$10227
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;9;840;$6902
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;10;224;$1862
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;11;756;$6202
Shampoo;Color-safe;Sustaina;Oceanic;South;2018;12;826;$6783
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;1;238;$1953
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;2;637;$5348
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;3;546;$4522
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;4;637;$5348
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;5;994;$8372
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;6;462;$3892
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;7;735;$6097
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;8;819;$6832
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;9;329;$2772
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;10;756;$6384
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;11;357;$2933
Shampoo;Color-safe;Sustaina;Oceanic;South;2019;12;308;$2555
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;1;875;$7315
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;2;322;$2639
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;3;462;$3857
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;4;35;$322
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;5;406;$3325
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;6;392;$3269
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;7;413;$3507
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;8;210;$1820
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;9;476;$3990
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;10;287;$2380
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;11;413;$3458
Shampoo;Color-safe;Sustaina;Oceanic;South;2020;12;511;$4249
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;1;175;$1470
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;2;322;$2674
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;3;287;$2359
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;4;462;$3892
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;5;427;$3598
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;6;546;$4571
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;7;238;$1967
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;8;413;$3472
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;9;546;$4592
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;10;630;$5257
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;11;567;$4760
Shampoo;Color-safe;Sustaina;Oceanic;South;2021;12;343;$2877
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;1;651;$5495
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;2;224;$1967
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;3;343;$2996
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;4;378;$3353
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;5;595;$5222
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;6;448;$3941
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;7;329;$2898
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;8;448;$3920
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;9;553;$4935
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;10;413;$3703
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;11;322;$2912
Shampoo;Color-safe;Sustaina;Oceanic;South;2022;12;329;$2933
Shampoo;Color-safe;Sustaina;Oceanic;South;2023;1;448;$4060
Shampoo;Color-safe;Sustaina;Oceanic;South;2023;2;462;$4200
Shampoo;Color-safe;Sustaina;Oceanic;South;2023;3;322;$2898
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;1;18144;$82999
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;2;12754;$58331
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;3;17549;$80213
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;4;12817;$58681
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;5;15729;$72219
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;6;15456;$71260
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;7;15078;$69916
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;8;13867;$65282
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;9;14777;$69300
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;10;14147;$66332
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;11;13356;$64813
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2018;12;13909;$67242
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;1;15897;$79478
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;2;14301;$72807
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;3;15533;$81529
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;4;14021;$72415
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;5;15365;$79849
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;6;15274;$80101
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;7;12859;$67060
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;8;14959;$77784
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;9;11662;$60102
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;10;14224;$74872
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;11;12999;$68600
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2019;12;13930;$72772
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;1;14973;$77840
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;2;12355;$64610
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;3;17899;$92260
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;4;18193;$95578
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;5;11935;$60515
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;6;17052;$87059
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;7;16555;$84112
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;8;11942;$61222
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;9;13405;$68362
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;10;17381;$89810
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;11;13797;$71736
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2020;12;17304;$90174
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;1;16142;$86233
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;2;14868;$78715
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;3;17493;$92680
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;4;15001;$79835
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;5;14196;$75572
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;6;15323;$81032
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;7;15120;$80402
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;8;14476;$76671
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;9;14203;$76293
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;10;14742;$79576
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;11;12621;$68341
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2021;12;13867;$76237
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;1;13888;$77966
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;2;14028;$79954
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;3;52584;$297759
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;4;12516;$72065
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;5;12684;$72534
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;6;32305;$183246
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;7;14196;$82957
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;8;12614;$71603
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;9;12516;$72233
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;10;32676;$194775
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;11;13342;$79394
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2022;12;15274;$90349
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2023;1;13069;$78134
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2023;2;13272;$77938
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;Center;2023;3;13223;$77378
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;1;20664;$94605
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;2;18774;$85729
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;3;19012;$86863
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;4;17311;$78946
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;5;18816;$86086
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;6;20062;$93345
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;7;18627;$88459
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;8;19110;$92043
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;9;17227;$81515
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;10;18697;$91084
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;11;16940;$81697
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2018;12;18718;$91525
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;1;18340;$93751
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;2;15561;$78323
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;3;15666;$82145
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;4;15197;$77238
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;5;17024;$87808
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;6;17843;$91574
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;7;16814;$84014
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;8;14973;$76034
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;9;16387;$82005
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;10;16989;$85232
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;11;16464;$82299
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2019;12;18389;$92778
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;1;17696;$88942
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;2;16709;$84581
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;3;22260;$111160
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;4;19131;$98651
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;5;15470;$79996
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;6;17822;$91658
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;7;19824;$102662
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;8;16289;$83230
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;9;17507;$90433
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;10;20083;$103670
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;11;17633;$90930
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2020;12;17738;$93226
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;1;17934;$95809
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;2;15498;$82516
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;3;18284;$98560
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;4;17052;$92029
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;5;16268;$89887
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;6;17206;$92435
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;7;17437;$94297
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;8;15379;$84266
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;9;14273;$78001
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;10;15981;$86583
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;11;14686;$80045
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2021;12;19005;$107079
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;1;15092;$88319
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;2;13979;$80486
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;3;51863;$302449
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;4;14721;$87997
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;5;13531;$78449
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;6;33684;$198933
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;7;16996;$100611
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;8;13699;$80423
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;9;13846;$82936
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;10;38801;$236572
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;11;13580;$80850
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2022;12;15680;$95319
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2023;1;15715;$97146
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2023;2;14077;$85561
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;North;2023;3;15638;$94591
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;1;12509;$56973
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;2;11249;$51205
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;3;13167;$59899
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;4;11606;$52927
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;5;10934;$49791
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;6;11746;$53466
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;7;12691;$59745
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;8;10934;$53508
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;9;11683;$56469
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;10;12222;$60662
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;11;11963;$62342
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2018;12;10815;$54593
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;1;12467;$63826
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;2;10381;$55237
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;3;11333;$61684
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;4;11305;$61894
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;5;11669;$63609
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;6;10969;$59367
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;7;10654;$56378
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;8;8561;$46809
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;9;9233;$48993
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;10;9296;$50855
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;11;10157;$56140
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2019;12;9618;$51737
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;1;10416;$54894
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;2;8778;$46172
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;3;9800;$50225
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;4;8582;$45864
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;5;6566;$35833
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;6;7840;$40866
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;7;9576;$50043
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;8;5656;$29827
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;9;8456;$44023
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;10;9464;$49805
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;11;7336;$38297
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2020;12;8407;$43358
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;1;7336;$38780
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;2;6888;$36190
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;3;7392;$40474
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;4;6972;$38024
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;5;7308;$39298
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;6;7329;$39179
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;7;7168;$38206
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;8;6391;$34328
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;9;7252;$40243
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;10;6909;$37982
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;11;5880;$31430
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2021;12;6811;$38031
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;1;6860;$39718
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;2;6538;$37310
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;3;24843;$145824
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;4;6300;$36365
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;5;6979;$40278
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;6;16030;$92127
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;7;7175;$41944
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;8;4963;$28959
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;9;7021;$41062
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;10;18102;$108514
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;11;6741;$40201
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2022;12;7658;$45311
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2023;1;7833;$47628
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2023;2;7749;$47033
Shampoo;Moisturizing;FreshCo Industries;Orchid Oasis;South;2023;3;7721;$46515
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;1;15106;$101220
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;2;11550;$77427
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;3;15785;$105770
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;4;12096;$81046
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;5;14546;$97433
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;6;13664;$91574
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;7;13048;$87430
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;8;13517;$90545
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;9;13174;$88277
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;10;15078;$101038
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;11;10423;$69853
Shampoo;Moisturizing;Glitterati;Nourish;Center;2018;12;13251;$88767
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;1;12691;$85057
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;2;11823;$79247
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;3;14147;$94738
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;4;12271;$82243
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;5;12257;$82110
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;6;11179;$74907
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;7;11830;$79219
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;8;9457;$63378
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;9;10031;$67186
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;10;10682;$71610
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;11;9779;$65548
Shampoo;Moisturizing;Glitterati;Nourish;Center;2019;12;10444;$69979
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;1;9653;$64652
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;2;8372;$56056
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;3;12901;$86422
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;4;10703;$71680
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;5;8582;$57505
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;6;10416;$69769
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;7;9415;$63035
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;8;8813;$59017
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;9;8281;$55489
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;10;9765;$65387
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;11;7609;$50960
Shampoo;Moisturizing;Glitterati;Nourish;Center;2020;12;9030;$60522
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;1;9065;$60760
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;2;7595;$50869
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;3;8092;$54173
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;4;8512;$57057
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;5;8652;$57946
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;6;9009;$60361
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;7;10612;$71134
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;8;7490;$50225
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;9;8512;$57050
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;10;8715;$58387
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;11;7182;$48069
Shampoo;Moisturizing;Glitterati;Nourish;Center;2021;12;8624;$57764
Shampoo;Moisturizing;Glitterati;Nourish;Center;2022;1;8323;$55769
Shampoo;Moisturizing;Glitterati;Nourish;Center;2022;2;7035;$47110
Shampoo;Moisturizing;Glitterati;Nourish;Center;2022;3;7637;$51149
Shampoo;Moisturizing;Glitterati;Nourish;Center;2022;4;7315;$48986
